verb,overall_acc,avg_LL_delta
bakes,0.0,1.037779566787538
carves,0.125,0.8644841502731045
cleans,0.0,1.5057074946385842
cooks,0.0,1.2835568712817298
cuts,0.2,0.3799882400780916
drives,0.0,0.9015771357549561
embroiders,0.17857142857142858,0.31411678344011307
flies,0.25,0.3278799119095008
knits,0.22857142857142856,0.2869938394853047
packs,0.15,0.4671007886528969
paints,0.2916666666666667,0.4046651938309272
performs,0.0,0.8506769698399764
photographs,0.5555555555555556,-0.12509013215700787
plays,0.7692307692307693,-0.4024179130792618
reads,0.35294117647058826,0.26877512651331287
sculpts,0.16666666666666666,0.6006847605109215
sells,0.0,1.5172064925233524
sews,0.2,0.4080692306160927
shaves,0.0,0.8024917036294937
stitches,0.3541666666666667,0.26370982173830265
turns,0.11363636363636363,0.8842036331241782
washes,0.0,1.9176943196127048
writes,0.20588235294117646,0.6715224486063508
